country,country_code,type,ticker,yield,date
FR,FR,10Y,FR10Y,4.255,2007-11-01
FR,FR,10Y,FR10Y,4.42,2007-12-01
FR,FR,10Y,FR10Y,4.057,2008-01-01
FR,FR,10Y,FR10Y,3.989,2008-02-01
FR,FR,10Y,FR10Y,4.12,2008-03-01
FR,FR,10Y,FR10Y,4.326,2008-04-01
FR,FR,10Y,FR10Y,4.606,2008-05-01
FR,FR,10Y,FR10Y,4.825,2008-06-01
FR,FR,10Y,FR10Y,4.532,2008-07-01
FR,FR,10Y,FR10Y,4.375,2008-08-01
FR,FR,10Y,FR10Y,4.356,2008-09-01
FR,FR,10Y,FR10Y,4.278,2008-10-01
FR,FR,10Y,FR10Y,3.725,2008-11-01
FR,FR,10Y,FR10Y,3.33,2008-12-01
FR,FR,10Y,FR10Y,3.784,2009-01-01
FR,FR,10Y,FR10Y,3.64,2009-02-01
FR,FR,10Y,FR10Y,3.629,2009-03-01
FR,FR,10Y,FR10Y,3.598,2009-04-01
FR,FR,10Y,FR10Y,3.958,2009-05-01
FR,FR,10Y,FR10Y,3.737,2009-06-01
FR,FR,10Y,FR10Y,3.577,2009-07-01
FR,FR,10Y,FR10Y,3.555,2009-08-01
FR,FR,10Y,FR10Y,3.52,2009-09-01
FR,FR,10Y,FR10Y,3.541,2009-10-01
FR,FR,10Y,FR10Y,3.424,2009-11-01
FR,FR,10Y,FR10Y,3.604,2009-12-01
FR,FR,10Y,FR10Y,3.47,2010-01-01
FR,FR,10Y,FR10Y,3.422,2010-02-01
FR,FR,10Y,FR10Y,3.438,2010-03-01
FR,FR,10Y,FR10Y,3.292,2010-04-01
FR,FR,10Y,FR10Y,2.916,2010-05-01
FR,FR,10Y,FR10Y,3.071,2010-06-01
FR,FR,10Y,FR10Y,2.958,2010-07-01
FR,FR,10Y,FR10Y,2.464,2010-08-01
FR,FR,10Y,FR10Y,2.674,2010-09-01
FR,FR,10Y,FR10Y,2.941,2010-10-01
FR,FR,10Y,FR10Y,3.154,2010-11-01
FR,FR,10Y,FR10Y,3.35,2010-12-01
FR,FR,10Y,FR10Y,3.539,2011-01-01
FR,FR,10Y,FR10Y,3.552,2011-02-01
FR,FR,10Y,FR10Y,3.711,2011-03-01
FR,FR,10Y,FR10Y,3.594,2011-04-01
FR,FR,10Y,FR10Y,3.417,2011-05-01
FR,FR,10Y,FR10Y,3.507,2011-06-01
FR,FR,10Y,FR10Y,3.239,2011-07-01
FR,FR,10Y,FR10Y,2.893,2011-08-01
FR,FR,10Y,FR10Y,2.602,2011-09-01
FR,FR,10Y,FR10Y,3.127,2011-10-01
FR,FR,10Y,FR10Y,3.387,2011-11-01
FR,FR,10Y,FR10Y,3.152,2011-12-01
FR,FR,10Y,FR10Y,3.066,2012-01-01
FR,FR,10Y,FR10Y,3.016,2012-02-01
FR,FR,10Y,FR10Y,2.891,2012-03-01
FR,FR,10Y,FR10Y,2.987,2012-04-01
FR,FR,10Y,FR10Y,2.35,2012-05-01
FR,FR,10Y,FR10Y,2.694,2012-06-01
FR,FR,10Y,FR10Y,2.113,2012-07-01
FR,FR,10Y,FR10Y,2.16,2012-08-01
FR,FR,10Y,FR10Y,2.184,2012-09-01
FR,FR,10Y,FR10Y,2.261,2012-10-01
FR,FR,10Y,FR10Y,2.052,2012-11-01
FR,FR,10Y,FR10Y,1.994,2012-12-01
FR,FR,10Y,FR10Y,2.266,2013-01-01
FR,FR,10Y,FR10Y,2.174,2013-02-01
FR,FR,10Y,FR10Y,2.025,2013-03-01
FR,FR,10Y,FR10Y,1.706,2013-04-01
FR,FR,10Y,FR10Y,2.077,2013-05-01
FR,FR,10Y,FR10Y,2.348,2013-06-01
FR,FR,10Y,FR10Y,2.242,2013-07-01
FR,FR,10Y,FR10Y,2.468,2013-08-01
FR,FR,10Y,FR10Y,2.323,2013-09-01
FR,FR,10Y,FR10Y,2.239,2013-10-01
FR,FR,10Y,FR10Y,2.231,2013-11-01
FR,FR,10Y,FR10Y,2.432,2013-12-01
FR,FR,10Y,FR10Y,2.238,2014-01-01
FR,FR,10Y,FR10Y,2.201,2014-02-01
FR,FR,10Y,FR10Y,2.091,2014-03-01
FR,FR,10Y,FR10Y,1.968,2014-04-01
FR,FR,10Y,FR10Y,1.766,2014-05-01
FR,FR,10Y,FR10Y,1.596,2014-06-01
FR,FR,10Y,FR10Y,1.547,2014-07-01
FR,FR,10Y,FR10Y,1.256,2014-08-01
FR,FR,10Y,FR10Y,1.293,2014-09-01
FR,FR,10Y,FR10Y,1.189,2014-10-01
FR,FR,10Y,FR10Y,0.972,2014-11-01
FR,FR,10Y,FR10Y,0.837,2014-12-01
FR,FR,10Y,FR10Y,0.558,2015-01-01
FR,FR,10Y,FR10Y,0.527,2015-02-01
FR,FR,10Y,FR10Y,0.477,2015-03-01
FR,FR,10Y,FR10Y,0.648,2015-04-01
FR,FR,10Y,FR10Y,0.81,2015-05-01
FR,FR,10Y,FR10Y,1.2,2015-06-01
FR,FR,10Y,FR10Y,0.939,2015-07-01
FR,FR,10Y,FR10Y,1.116,2015-08-01
FR,FR,10Y,FR10Y,0.901,2015-09-01
FR,FR,10Y,FR10Y,0.889,2015-10-01
FR,FR,10Y,FR10Y,0.7963,2015-11-01
FR,FR,10Y,FR10Y,0.993,2015-12-01
FR,FR,10Y,FR10Y,0.6554,2016-01-01
FR,FR,10Y,FR10Y,0.4655,2016-02-01
FR,FR,10Y,FR10Y,0.4102,2016-03-01
FR,FR,10Y,FR10Y,0.6507,2016-04-01
FR,FR,10Y,FR10Y,0.4863,2016-05-01
FR,FR,10Y,FR10Y,0.2008,2016-06-01
FR,FR,10Y,FR10Y,0.1119,2016-07-01
FR,FR,10Y,FR10Y,0.1623,2016-08-01
FR,FR,10Y,FR10Y,0.1189,2016-09-01
FR,FR,10Y,FR10Y,0.481,2016-10-01
FR,FR,10Y,FR10Y,0.735,2016-11-01
FR,FR,10Y,FR10Y,0.685,2016-12-01
FR,FR,10Y,FR10Y,1.028,2017-01-01
FR,FR,10Y,FR10Y,0.882,2017-02-01
FR,FR,10Y,FR10Y,0.965,2017-03-01
FR,FR,10Y,FR10Y,0.763,2017-04-01
FR,FR,10Y,FR10Y,0.7196,2017-05-01
FR,FR,10Y,FR10Y,0.8214,2017-06-01
FR,FR,10Y,FR10Y,0.8041,2017-07-01
FR,FR,10Y,FR10Y,0.6642,2017-08-01
FR,FR,10Y,FR10Y,0.7474,2017-09-01
FR,FR,10Y,FR10Y,0.7578,2017-10-01
FR,FR,10Y,FR10Y,0.6844,2017-11-01
FR,FR,10Y,FR10Y,0.785,2017-12-01
FR,FR,10Y,FR10Y,0.9743,2018-01-01
FR,FR,10Y,FR10Y,0.934,2018-02-01
FR,FR,10Y,FR10Y,0.721,2018-03-01
FR,FR,10Y,FR10Y,0.8009,2018-04-01
FR,FR,10Y,FR10Y,0.6772,2018-05-01
FR,FR,10Y,FR10Y,0.673,2018-06-01
FR,FR,10Y,FR10Y,0.7358,2018-07-01
FR,FR,10Y,FR10Y,0.6907,2018-08-01
FR,FR,10Y,FR10Y,0.8131,2018-09-01
FR,FR,10Y,FR10Y,0.751,2018-10-01
FR,FR,10Y,FR10Y,0.6782,2018-11-01
FR,FR,10Y,FR10Y,0.71,2018-12-01
FR,FR,10Y,FR10Y,0.5574,2019-01-01
FR,FR,10Y,FR10Y,0.5743,2019-02-01
FR,FR,10Y,FR10Y,0.3201,2019-03-01
FR,FR,10Y,FR10Y,0.3738,2019-04-01
FR,FR,10Y,FR10Y,0.2114,2019-05-01
FR,FR,10Y,FR10Y,-0.0061,2019-06-01
FR,FR,10Y,FR10Y,-0.183,2019-07-01
FR,FR,10Y,FR10Y,-0.4094,2019-08-01
FR,FR,10Y,FR10Y,-0.2732,2019-09-01
FR,FR,10Y,FR10Y,-0.097,2019-10-01
FR,FR,10Y,FR10Y,-0.049,2019-11-01
FR,FR,10Y,FR10Y,0.122,2019-12-01
FR,FR,10Y,FR10Y,-0.183,2020-01-01
FR,FR,10Y,FR10Y,-0.287,2020-02-01
FR,FR,10Y,FR10Y,0.001,2020-03-01
FR,FR,10Y,FR10Y,-0.102,2020-04-01
FR,FR,10Y,FR10Y,-0.075,2020-05-01
FR,FR,10Y,FR10Y,-0.1156,2020-06-01
FR,FR,10Y,FR10Y,-0.1976,2020-07-01
FR,FR,10Y,FR10Y,-0.0885,2020-08-01
FR,FR,10Y,FR10Y,-0.2424,2020-09-01
FR,FR,10Y,FR10Y,-0.3401,2020-10-01
FR,FR,10Y,FR10Y,-0.3228,2020-11-01
FR,FR,10Y,FR10Y,-0.3411,2020-12-01
FR,FR,10Y,FR10Y,-0.2732,2021-01-01
FR,FR,10Y,FR10Y,-0.0051,2021-02-01
FR,FR,10Y,FR10Y,-0.0476,2021-03-01
FR,FR,10Y,FR10Y,0.157,2021-04-01
FR,FR,10Y,FR10Y,0.172,2021-05-01
FR,FR,10Y,FR10Y,0.131,2021-06-01
FR,FR,10Y,FR10Y,-0.102,2021-07-01
FR,FR,10Y,FR10Y,-0.028,2021-08-01
FR,FR,10Y,FR10Y,0.155,2021-09-01
FR,FR,10Y,FR10Y,0.271,2021-10-01
FR,FR,10Y,FR10Y,0.015,2021-11-01
FR,FR,10Y,FR10Y,0.194,2021-12-01
FR,FR,10Y,FR10Y,0.427,2022-01-01
FR,FR,10Y,FR10Y,0.616,2022-02-01
FR,FR,10Y,FR10Y,0.985,2022-03-01
FR,FR,10Y,FR10Y,1.463,2022-04-01
FR,FR,10Y,FR10Y,1.645,2022-05-01
FR,FR,10Y,FR10Y,1.957,2022-06-01
FR,FR,10Y,FR10Y,1.385,2022-07-01
FR,FR,10Y,FR10Y,2.15,2022-08-01
FR,FR,10Y,FR10Y,2.721,2022-09-01
FR,FR,10Y,FR10Y,2.685,2022-10-01
FR,FR,10Y,FR10Y,2.407,2022-11-01
FR,FR,10Y,FR10Y,3.113,2022-12-01
FR,FR,10Y,FR10Y,2.752,2023-01-01
FR,FR,10Y,FR10Y,3.119,2023-02-01
FR,FR,10Y,FR10Y,2.796,2023-03-01
FR,FR,10Y,FR10Y,2.892,2023-04-01
FR,FR,10Y,FR10Y,2.848,2023-05-01
FR,FR,10Y,FR10Y,2.937,2023-06-01
FR,FR,10Y,FR10Y,3.026,2023-07-01
FR,FR,10Y,FR10Y,2.981,2023-08-01
FR,FR,10Y,FR10Y,3.415,2023-09-01
FR,FR,10Y,FR10Y,3.43,2023-10-01
FR,FR,10Y,FR10Y,3.027,2023-11-01
FR,FR,10Y,FR10Y,2.558,2023-12-01
FR,FR,10Y,FR10Y,2.661,2024-01-01
FR,FR,10Y,FR10Y,2.88,2024-02-01
FR,FR,10Y,FR10Y,2.801,2024-03-01
FR,FR,10Y,FR10Y,3.0777,2024-04-01
FR,FR,10Y,FR10Y,3.1478,2024-05-01
FR,FR,10Y,FR10Y,3.288,2024-06-01
FR,FR,10Y,FR10Y,3.013,2024-07-01
FR,FR,10Y,FR10Y,3.012,2024-08-01
FR,FR,10Y,FR10Y,2.925,2024-09-01
FR,FR,10Y,FR10Y,3.1345,2024-10-01
FR,FR,10Y,FR10Y,2.892,2024-11-01
FR,FR,10Y,FR10Y,3.191,2024-12-01
FR,FR,10Y,FR10Y,3.2005,2025-01-01
FR,FR,10Y,FR10Y,3.14,2025-02-01
FR,FR,10Y,FR10Y,3.446,2025-03-01
FR,FR,10Y,FR10Y,3.166,2025-04-01
FR,FR,10Y,FR10Y,3.1645,2025-05-01
FR,FR,10Y,FR10Y,3.288,2025-06-01
FR,FR,10Y,FR10Y,3.348,2025-07-01
FR,FR,10Y,FR10Y,3.5123,2025-08-01
FR,FR,10Y,FR10Y,3.5355,2025-09-01
FR,FR,10Y,FR10Y,3.4208,2025-10-01
